Symbol	Date	EMA10T7	EMA10T6	EMA10T5	EMA10T4	EMA10T3	EMA10T2	EMA10T1	EMA10T0	EMA20T7	EMA20T6	EMA20T5	EMA20T4	EMA20T3	EMA20T2	EMA20T1	EMA20T0
ALPN	21.07.2021	8,8572236518	8,7940921204	8,6897117834	8,6279460740	8,5537741091	8,5385425014	8,6151711445	8,7142309086	9,1333172004	9,0739536793	8,9926247829	8,9314224590	8,8636679645	8,8261758028	8,8389209681	8,8694999090
AEB	21.07.2021	25,8632817276	25,8845031484	25,9091390229	25,9292956474	25,9239690967	25,8959747987	25,8967065841	25,8845781004	25,7620922909	25,7828453624	25,8054315620	25,8258666949	25,8329269734	25,8269339719	25,8338926049	25,8335218734
MORF	21.07.2021	59,3561935813	59,5350675034	59,1959639880	58,9112434571	58,8455626898	58,6918240190	58,8533108939	59,2017999055	58,8677294358	59,0079456946	58,8805221207	58,7614248776	58,7412891023	58,6706901402	58,7572912536	58,9489778445
CPRX	21.07.2021	5,6205308989	5,5986161900	5,5588678127	5,5518009342	5,5532916630	5,5617840706	5,5705506275	5,5959050658	5,6462318278	5,6323049870	5,6082759515	5,5998687162	5,5960716902	5,5964458059	5,5977366942	5,6084284413
DVD	21.07.2021	2,2757627803	2,2765331786	2,2735271444	2,2728858420	2,2705429599	2,2686260564	2,2652395007	2,2751959429	2,2749615893	2,2754414352	2,2739708215	2,2735926462	2,2722981075	2,2711268583	2,2691147765	2,2739609819
HRTX	21.07.2021	14,5433682463	14,3500284820	14,1045687580	13,9201017388	13,7291741291	13,5075061473	13,3570505396	13,3175868676	14,8442902926	14,7143578402	14,5510856650	14,4119346638	14,2650837325	14,0979329227	13,9628917210	13,8845211136
IRBT	21.07.2021	90,9844432226	90,4672716166	89,9077675753	89,3827183149	88,7622242978	88,9254569095	89,0917368056	89,6186933616	92,6113961432	92,1855488333	91,7288298387	91,2803695344	90,7746201711	90,6684662179	90,5895643246	90,7229389474
UEPS	21.07.2021	4,3971089244	4,3758164309	4,3311225551	4,2945548387	4,2537267174	4,1894127861	4,1713377618	4,1601854658	4,5768977348	4,5486217800	4,5087530500	4,4726813418	4,4343307542	4,3834421200	4,3554952660	4,3321147772
ARMP	21.07.2021	4,0473541619	4,0169261533	3,9756668457	3,9437274106	3,9085042450	3,8924125520	3,8883375217	3,8922761697	4,0866363643	4,0669567215	4,0405798872	4,0176675125	3,9921753684	3,9757777079	3,9657036296	3,9603985302
ANDE	21.07.2021	29,4092337254	29,1621001821	28,9162636882	28,6842156339	28,2925401890	27,8757147001	27,6764939704	27,4898586337	30,0278720550	29,8395032152	29,6462171439	29,4551487863	29,1765632530	28,8740334194	28,6746017306	28,4817824818
KMPR	21.07.2021	71,9168977364	71,6083710972	71,3068485246	71,0965127067	70,9171468710	70,2940288697	70,0405693526	69,9477383393	72,4377358287	72,2265230089	72,0097110031	71,8325958148	71,6685391287	71,2705828177	71,0448131709	70,9005451336
ELA	21.07.2021	4,4092228684	4,3293641702	4,2531161549	4,1834586514	4,1155570680	4,0600012270	4,0218191684	3,9960338859	4,6082995367	4,5475091073	4,4867939624	4,4280516694	4,3691896002	4,3159334423	4,2715588197	4,2342675144
GILT	21.07.2021	10,2177257932	10,1963211729	10,1242628125	9,9580332171	9,8292999049	9,7076089854	9,6680436737	9,7283993694	10,2038470714	10,1939569104	10,1564372228	10,0663003481	9,9885574578	9,9096472092	9,8696807865	9,8820921402
MTBCP	21.07.2021	28,9106006754	28,9199459878	28,9163193752	28,9100794832	28,9173378977	28,9232766005	28,9519534685	29,0106346860	28,8592130790	28,8690022994	28,8719544250	28,8729111436	28,8802530121	28,8868956550	28,9053817235	28,9405549084
APEN	21.07.2021	8,1723993121	8,1465084795	8,0762342521	8,0260098773	7,9485535187	7,9415437603	7,9648993847	8,0021904196	8,1510833624	8,1395515882	8,1034038397	8,0745082541	8,0293169827	8,0179534460	8,0229102316	8,0369187882
LMB	21.07.2021	9,0042428475	8,9652895955	8,9370551999	8,9321360449	8,9190203380	8,8991985346	8,9557078989	8,9910336661	9,1703472493	9,1341236981	9,1032548144	9,0848495795	9,0634353011	9,0392986457	9,0555559212	9,0645505590
PLNT	21.07.2021	74,2026863627	74,0640165588	73,8541960321	73,8007054006	73,7187586867	72,9353486822	72,7180121698	72,7656469311	74,9480910591	74,8044635717	74,6240388184	74,5227015556	74,4110155478	73,9347287015	73,7257067170	73,6546873494
VFC	21.07.2021	82,2463634526	82,1597513054	81,8216152593	81,4467765096	80,7146349931	79,7592466461	79,4702923775	79,5538756371	81,9066844817	81,8936665923	81,7418891122	81,5531379717	81,1595056095	80,6166954642	80,3836766742	80,3404694010
BMA	21.07.2021	14,9034478582	14,9028209056	14,8932171739	14,8126321985	14,6830627772	14,5461423278	14,4050256241	14,4313846362	15,4241987944	15,3742750634	15,3243441413	15,2410732525	15,1323996457	15,0178854228	14,8990392357	14,8657974219
MBOT	21.07.2021	7,7571982893	7,7013440202	7,5974633100	7,5015609212	7,4085498030	7,3306316605	7,3196077188	7,3214972106	7,7629752421	7,7331680580	7,6757234919	7,6180355567	7,5582226247	7,5031538051	7,4809486790	7,4665726071
BVS	21.07.2021	16,9211872842	16,8427895546	16,7604640700	16,6494705334	16,5950214149	16,5359266954	16,5693944441	16,6440499165	17,1445713284	17,0822311801	17,0163043429	16,9337991310	16,8781992501	16,8202755556	16,8107254373	16,8268467806
TUFN	21.07.2021	9,6773604853	9,7051131104	9,7987289571	9,8862327345	9,7850994962	9,6914451256	9,7130006336	9,8088186586	9,4953026818	9,5271786096	9,5931616246	9,6585747778	9,6272819345	9,5932551272	9,6138975360	9,6735263203
STMP	21.07.2021	241,1455133794	255,8390548477	267,7774085118	278,0396980952	286,3997509895	293,2870687694	298,9821445116	303,8744845365	222,1045263683	231,6145706623	240,1750877420	248,1793652162	255,4022817683	261,9620643408	267,9285330085	273,4486741171
RCAT	21.07.2021	2,8918430190	3,2315079663	3,5312338114	3,8037367929	4,4030573587	4,3479560034	4,3119640201	4,2243341844	2,8632862835	3,0439257069	3,2187899362	3,3912861527	3,7444969862	3,7783544070	3,8137492345	3,8152969192
HCAR	21.07.2021	9,6766712247	9,6754582886	9,6762841098	9,6778688934	9,6764381994	9,6752676316	9,6788552794	9,6824816081	9,6807690042	9,6797433920	9,6797678599	9,6802661989	9,6792884730	9,6784038638	9,6799844191	9,6817763875
ADERU	21.07.2021	10,2163447382	10,2206456532	10,2332555275	10,2326635302	10,2305428370	10,2231713358	10,2189583310	10,2300567677	10,1911166102	10,1957721493	10,2047462267	10,2071513044	10,2084702009	10,2067110942	10,2060719242	10,2131126679
TD	21.07.2021	69,2349833403	68,9449862584	68,7168073826	68,4392064842	68,1102593513	67,3902124740	66,9429011705	66,7569188066	69,9969489793	69,7724775898	69,5741466233	69,3470852726	69,0883149851	68,6179994175	68,2667614068	68,0432601461
SMBK	21.07.2021	24,0064484267	23,9870940979	24,0730768228	24,1416084482	24,2158613189	24,1275228141	24,0970639542	24,1557796127	24,0811722336	24,0639176988	24,1016397355	24,1348169762	24,1743581439	24,1320382771	24,1156535921	24,1446389715
FISI	21.07.2021	29,4663219488	29,3960815806	29,3622483995	29,4272940202	29,3677860859	29,2190975679	29,1738069762	29,2294783518	30,0135417220	29,9246329793	29,8565726084	29,8435656279	29,7727498902	29,6562974470	29,5909357200	29,5803703697
PRG	21.07.2021	46,6475150278	46,3916035098	46,1222210257	45,7818172028	45,3014866914	44,7757618106	44,5474415647	44,4788154927	48,0511303718	47,7834038296	47,5097463075	47,1992942782	46,8126947650	46,3933904871	46,1197342939	45,9340451391
SBNYP	21.07.2021	25,8417984960	25,8978350637	25,9564103818	26,0043356421	26,0435472187	26,0683568708	26,0868374536	26,1074126008	24,9985312199	25,1081948769	25,2140810137	25,3098827565	25,3965605239	25,4711738364	25,5377287164	25,6008022446
PDT	21.07.2021	17,1109149436	17,1052940309	17,0879678851	17,0537918366	16,9985569572	16,8806375798	16,7605215314	16,6913356458	17,0397096019	17,0435467754	17,0403518662	17,0269849855	17,0006054630	16,9386430743	16,8702008114	16,8235149399
BFC	21.07.2021	69,7967651067	69,7137162396	69,6566772008	69,5972816790	69,6705031919	69,5940480661	69,4933122206	69,6236189231	70,2576946563	70,1702948164	70,0969335507	70,0238924345	70,0216169646	69,9481296346	69,8616411852	69,8948181280
VER	21.07.2021	47,1214958723	47,1812240342	47,2864557228	47,4343725867	47,6117593614	47,6678027809	47,9009296868	48,0953063293	47,0930841828	47,1270762381	47,1873545317	47,2742730024	47,3824374639	47,4336337215	47,5780496302	47,7106164483
WSBF	21.07.2021	19,3947811201	19,3448210691	19,3130354340	19,3161198867	19,3095527594	19,2405432223	19,1986263144	19,2188759783	19,5688859184	19,5261349585	19,4922173506	19,4767680719	19,4580283209	19,4077399385	19,3698599661	19,3641589661
LUMN	21.07.2021	13,5824720681	13,5311135450	13,4727292710	13,4267785430	13,3019096754	13,1797443007	13,1197908608	13,0707380464	13,8053048961	13,7571806385	13,7050682003	13,6588712543	13,5713596845	13,4817063921	13,4215439149	13,3671111974
SREA	21.07.2021	27,7111235991	27,7163738122	27,7515785458	27,7403825437	27,7312221783	27,7091818932	27,7002397031	27,6820143719	27,6837899242	27,6891432429	27,7101772053	27,7082556175	27,7065170382	27,6973249974	27,6937702212	27,6848397603
JT	21.07.2021	2,4382074470	2,3821697502	2,3235934216	2,2756673345	2,2437278018	2,2048681963	2,1767103337	2,1645811631	2,5351296610	2,4965458947	2,4549700898	2,4173538853	2,3871296967	2,3531173419	2,3242490190	2,3038443406
SWI	21.07.2021	9,0620656602	9,0580689739	9,0634297103	9,0160321190	9,0021849595	8,9879788368	9,2083462863	9,5122833460	9,0203532101	9,0222323220	9,0284533412	9,0069571143	9,0005681264	8,9932808082	9,1082064273	9,2769486832
PKOH	21.07.2021	32,4328848641	32,3905423002	32,2322619652	32,0300326696	31,7791175694	31,3120051176	30,8480042287	31,0120034599	33,0684159355	32,9857097286	32,8461183694	32,6817262237	32,4882284518	32,1760161311	31,8506812833	31,8410925896
GHM	21.07.2021	13,6762438692	13,6078359277	13,5609567375	13,5480554708	13,5174999515	13,4670453732	13,4530371860	13,5561214172	13,7969809024	13,7496494060	13,7115875942	13,6904839920	13,6609140989	13,6208270200	13,5988435270	13,6389537109
MACK	21.07.2021	6,3506346845	6,2850647002	6,2295983946	6,2151259765	6,2032849072	6,2099603370	6,2172402758	6,2395602534	6,3746614187	6,3380269760	6,3039291706	6,2892692587	6,2760055289	6,2725764091	6,2704262749	6,2770523585
ECC	21.07.2021	13,4089001389	13,3509183232	13,3016604324	13,2559040248	13,2257396844	13,1356051131	13,0964041973	13,1116034897	13,4997636478	13,4607385530	13,4244777312	13,3888132035	13,3603548177	13,3003209820	13,2640999433	13,2560904540
EMAN	21.07.2021	3,2232977761	3,1754254601	3,1271663012	3,0804087711	3,0203344490	2,9657281908	2,9483230444	2,9540824943	3,3077603325	3,2746403045	3,2399126646	3,2046828761	3,1613797451	3,1193435816	3,0955965629	3,0845873683
HLIO	21.07.2021	77,9204582408	77,9403747023	77,8548522511	77,6994245691	77,3540752023	76,6787886909	76,5590083186	76,7773708309	76,8322996694	76,9463662512	76,9962362483	76,9965947009	76,8826335914	76,5738112865	76,5210670348	76,6390608539
ERO	21.07.2021	20,6026616483	20,5567232362	20,4591372765	20,2720214635	20,0407448338	19,7278820812	19,4591762483	19,3793261046	20,8475325182	20,8001485052	20,7258486911	20,6024345591	20,4498217440	20,2469815488	20,0567928299	19,9580506992
PRLB	21.07.2021	91,2030934398	90,8752585463	90,0452110940	89,0551724359	88,5778684121	87,5255288673	87,3990694061	87,4592392154	91,0774138098	90,9176602590	90,4788352399	89,9189460241	89,5866654794	88,9393640924	88,7384724485	88,6424277731
ACC	21.07.2021	48,5417079446	48,6377609901	48,8527134819	49,1049476994	49,3604114489	49,2639733366	49,4996147978	49,6305941474	48,2357369125	48,3151905108	48,4585056712	48,6281719576	48,8073935161	48,8095466889	48,9762566589	49,0947085219
PCYG	21.07.2021	5,4690803643	5,4801566999	5,4855827960	5,4991131864	5,5083653690	5,5468443546	5,5655999439	5,5954908666	5,5749924886	5,5707075097	5,5649258639	5,5644567285	5,5630799154	5,5780246654	5,5848794682	5,5987004731
DTST	21.07.2021	7,8236885115	7,6957451250	7,4256096547	7,2118624447	6,9806147379	6,4932302748	6,0744611443	5,7300136323	6,8900861238	6,9119826725	6,8451271836	6,7884484042	6,7076437997	6,4783444084	6,2604068511	6,0622728489
ARRY	21.07.2021	15,9447333806	15,8747819331	15,5993669738	15,2758456503	14,9602373433	14,6492850991	14,5475969270	14,4989428917	16,0783552710	16,0289881423	15,8700368579	15,6747952234	15,4714813889	15,2599117328	15,1484915823	15,0657780729
FOF	21.07.2021	14,5905706567	14,6104668663	14,6412910238	14,6465108516	14,6398724525	14,5762592724	14,5642121736	14,5489007860	14,4797750189	14,5007488085	14,5273441346	14,5409304148	14,5475084378	14,5229838211	14,5217472885	14,5177713126
PTOCU	21.07.2021	9,9470350821	9,9475741234	9,9480151572	9,9483760030	9,9477621288	9,9472598681	9,9495762626	9,9460169976	9,9478252785	9,9480323767	9,9482197512	9,9483892805	9,9480664629	9,9477743897	9,9489387372	9,9471350770
NSSC	21.07.2021	35,8106317638	35,6250625187	35,3823240454	35,0473562036	34,7405642775	34,5240979065	34,4288073781	34,5217512415	35,6623606347	35,5792787567	35,4564903908	35,2739675837	35,0916850148	34,9448577979	34,8548713409	34,8629787015
FINMU	21.07.2021	10,0283700164	10,0350299372	10,0322973045	10,0264250674	10,0216205097	10,0158712845	10,0111673729	10,0167732718	10,0183845784	10,0228241024	10,0225551839	10,0204070711	10,0184635405	10,0157527053	10,0133000449	10,0160333566
VMAC	21.07.2021	9,9668187659	9,9655789973	9,9645646411	9,9637347133	9,9648739048	9,9658059707	9,9665685700	9,9671925149	9,9679224681	9,9671679510	9,9664852926	9,9658676493	9,9662612320	9,9666173306	9,9669395150	9,9672310152
FTHY	21.07.2021	20,0826683873	20,1403649748	20,1875712737	20,2116491684	20,1949858359	20,1613520891	20,1429243395	20,1514836476	20,0092311427	20,0464471880	20,0801188481	20,1029646430	20,1045871379	20,0955788608	20,0921903470	20,1015056029
TOL	21.07.2021	57,0673874755	56,5896804121	56,1915569782	55,8530924060	55,3925300949	55,0211607093	55,0282226482	55,1358183361	57,8478218944	57,5232672974	57,2258134144	56,9500218351	56,6043054408	56,2943714439	56,1768123896	56,1237825365
ALGT	21.07.2021	193,1800125536	192,4654648166	191,3681062455	190,7593604322	189,2140211731	186,6187450400	186,9516999324	188,6623000557	197,3850517704	196,6102849352	195,6407332914	194,9149495753	193,7097157593	191,9221240147	191,5914452465	192,0455933764
IBIO	21.07.2021	1,4331885531	1,4180633660	1,4020518527	1,3853151418	1,3734396710	1,3800869975	1,3673438966	1,3587359250	1,4639399551	1,4530885331	1,4413658197	1,4288547838	1,4184876666	1,4176793142	1,4074241360	1,3990980328
HTGC	21.07.2021	17,2219277922	17,2270318300	17,2093895265	17,1895005911	17,1750460491	17,1123103899	17,1064357597	17,1379930192	17,2175920620	17,2206785323	17,2120424017	17,2013717331	17,1926697214	17,1581297407	17,1506888057	17,1630042230
AMSC	21.07.2021	16,5794686091	16,3813833659	16,0847682084	15,8184466952	15,4514564216	15,0984643866	14,9278344704	14,9518646430	16,4418573201	16,3512042202	16,1987085802	16,0483553712	15,8342263064	15,6128714418	15,4745027186	15,4350263091
SVVC	21.07.2021	5,7049844134	5,7095327053	5,7096176749	5,6769599540	5,6666035779	5,6599484027	5,6563213961	5,6602084228	5,7288964888	5,7290015869	5,7271919156	5,7084117531	5,6999915753	5,6933257219	5,6882470690	5,6872425903
HEPA	21.07.2021	2,0327648753	1,9758985395	1,9093715349	1,8513039892	1,7910668968	1,7436001831	1,7138547030	1,6967902124	2,0329594919	2,0031538287	1,9657106083	1,9299286488	1,8908878233	1,8565175517	1,8301825508	1,8101651655
SSBI	21.07.2021	15,1437714826	15,1630857585	15,1788883478	15,2027269063	15,2022310705	15,2927344776	15,5304191874	15,6885247203	15,1031348361	15,1171219946	15,1297770427	15,1469411738	15,1519943772	15,2041853707	15,3371201337	15,4383467513
EGY	21.07.2021	3,1932420539	3,1781071159	3,1402694637	3,0602204789	2,9583622100	2,8495690619	2,7732837900	2,7435958091	3,1762415246	3,1699327980	3,1508915819	3,1079495310	3,0500495757	2,9843305585	2,9315371783	2,9009145799
BECN	21.07.2021	53,7525880419	53,6284810697	53,5760299939	53,5240247069	53,2378385353	52,7364132638	52,7297928091	52,8680126035	54,0287544133	53,9374444401	53,8805449841	53,8243026919	53,6457977463	53,3442931554	53,2829319752	53,3026528993
LEA	21.07.2021	173,6103716296	172,9921234631	172,4881012372	171,8102636499	170,3265782402	168,8072006003	168,6567997143	168,8482918961	176,7624194213	176,1383801158	175,5747249829	174,9257030328	173,8518259722	172,7202236149	172,2687733400	172,0250812803
BIDU	21.07.2021	187,2663123509	186,7797094394	185,7906706937	185,7414586171	184,6211937469	183,1355216017	182,1817902904	181,8778274207	189,9398962966	189,4303820148	188,6598690932	188,3608343483	187,5245645848	186,4698438575	185,6527158129	185,1629328314
CPSS	21.07.2021	4,5591408629	4,5756607234	4,5819042525	4,5761035140	4,5786301756	4,6006973817	4,6242069521	4,6852602405	4,5689021621	4,5766257748	4,5798042852	4,5769658000	4,5782071669	4,5898064662	4,6031582331	4,6371431669
UTSI	21.07.2021	1,5742697132	1,5607661290	1,5460813818	1,5249756664	1,5022528137	1,4727523082	1,4486155309	1,4415945192	1,5079834293	1,5072231027	1,5046304281	1,4975227632	1,4882348788	1,4741172744	1,4613442039	1,4564542765
PRGO	21.07.2021	46,6726537409	46,5521709374	46,7135941536	46,6402136481	46,4729022977	46,2923745240	46,2119425149	46,1824982826	46,6380122601	46,5782014088	46,6602773343	46,6269177190	46,5405447191	46,4395404166	46,3833935649	46,3516417242
PLSE	21.07.2021	18,2880395012	18,3211231034	18,2336462032	18,2148012864	18,1866555009	18,1545363605	18,2828025878	18,5532022005	18,1163451998	18,1500265439	18,1205002210	18,1214048819	18,1155567470	18,1055037453	18,1773605896	18,3290405770
SEER	21.07.2021	31,9682946743	31,8631500771	31,2934863435	30,6346706585	30,7029123986	30,8532920873	31,2090574121	31,6946835313	32,2807464307	32,1959133792	31,8658263471	31,4662238451	31,4227739769	31,4329860445	31,5641303615	31,7846894764
DHCAU	21.07.2021	10,1273332694	10,1369090941	10,1389255795	10,1373027676	10,1396112860	10,1396820237	10,1397399000	10,1264052953	10,0762873226	10,0861647496	10,0920537985	10,0956677333	10,1008421986	10,1045715457	10,1079457169	10,1039889414
GLOP	21.07.2021	4,6178064464	4,7363870891	4,7697712686	4,8079946778	4,8319956558	4,7861782500	4,7650549457	4,8114085885	4,1442541779	4,2514680639	4,3151377794	4,3784579927	4,4319381893	4,4460393069	4,4673689040	4,5200004351
STRO	21.07.2021	18,4715139122	18,3639657756	18,1541536499	18,0206711820	17,9205490240	17,7477218039	17,7590450152	17,8446731110	18,6342138444	18,5623838746	18,4335853231	18,3370533949	18,2544768157	18,1321456250	18,1014650384	18,1137064197
PAGP	21.07.2021	11,6245283381	11,5400686125	11,4564197600	11,3170706364	11,1721487858	10,9681217685	10,8357359508	10,8019657086	11,7142178442	11,6614351778	11,6060603917	11,5188165049	11,4236911671	11,2928634551	11,1925907233	11,1409153800
